year_month,community,zone,is_freehold,secondary_price_per_sqft_usd,secondary_price_per_m2_usd,offplan_price_per_sqft_usd,rental_price_per_sqft_annual_usd,n_listings_secondary,n_listings_offplan,n_listings_rental,cbuae_base_rate_pct,avg_mortgage_rate_pct
2023-11,Madinat Jumeirah Living,Jumeirah,True,1022,11004,1143.0,66,150,33,117,5.4,6.9
2023-12,Madinat Jumeirah Living,Jumeirah,True,1006,10827,1122.0,65,32,18,42,5.4,6.9
2024-01,Madinat Jumeirah Living,Jumeirah,True,1020,10981,1134.0,66,19,65,98,5.4,6.9
2024-02,Madinat Jumeirah Living,Jumeirah,True,1036,11153,1157.0,67,118,66,49,5.4,6.9
2024-03,Madinat Jumeirah Living,Jumeirah,True,1013,10903,1096.0,66,101,26,96,5.4,6.9
2024-04,Madinat Jumeirah Living,Jumeirah,True,995,10709,1042.0,65,144,39,67,5.4,6.9
2024-05,Madinat Jumeirah Living,Jumeirah,True,971,10449,1121.0,63,110,19,82,5.4,6.9
2024-06,Madinat Jumeirah Living,Jumeirah,True,1023,11014,1132.0,67,177,10,18,5.4,6.9
2024-07,Madinat Jumeirah Living,Jumeirah,True,990,10654,1097.0,64,32,26,47,4.65,6.15
2024-08,Madinat Jumeirah Living,Jumeirah,True,1004,10811,1077.0,65,62,33,55,4.65,6.15
2024-09,Madinat Jumeirah Living,Jumeirah,True,1002,10788,1128.0,65,164,65,68,4.65,6.15
2024-10,Madinat Jumeirah Living,Jumeirah,True,971,10450,1110.0,63,82,17,23,4.65,6.15
2024-11,Madinat Jumeirah Living,Jumeirah,True,1048,11278,1096.0,68,42,69,51,4.65,6.15
2024-12,Madinat Jumeirah Living,Jumeirah,True,1001,10771,1144.0,65,119,56,60,4.65,6.15
2025-01,Madinat Jumeirah Living,Jumeirah,True,948,10209,1045.0,62,25,20,32,4.65,6.15
2025-02,Madinat Jumeirah Living,Jumeirah,True,996,10719,1119.0,65,32,20,56,4.65,6.15
2025-03,Madinat Jumeirah Living,Jumeirah,True,1009,10863,1111.0,66,69,13,78,4.65,6.15
2025-04,Madinat Jumeirah Living,Jumeirah,True,992,10682,1068.0,65,32,54,114,4.65,6.15
2025-05,Madinat Jumeirah Living,Jumeirah,True,981,10565,1099.0,64,127,18,72,4.65,6.15
2025-06,Madinat Jumeirah Living,Jumeirah,True,973,10470,1084.0,63,113,53,91,4.65,6.15
2025-07,Madinat Jumeirah Living,Jumeirah,True,968,10423,1089.0,63,105,79,102,4.0,5.5
2025-08,Madinat Jumeirah Living,Jumeirah,True,1006,10828,1076.0,65,28,16,105,4.0,5.5
2025-09,Madinat Jumeirah Living,Jumeirah,True,975,10492,1064.0,63,79,56,16,4.0,5.5
2025-10,Madinat Jumeirah Living,Jumeirah,True,1003,10801,1126.0,65,114,53,48,4.0,5.5
2025-11,Madinat Jumeirah Living,Jumeirah,True,965,10385,1069.0,63,106,18,51,4.0,5.5
2025-12,Madinat Jumeirah Living,Jumeirah,True,998,10738,1122.0,65,159,13,64,4.0,5.5
2026-01,Madinat Jumeirah Living,Jumeirah,True,990,10653,1125.0,64,81,11,39,4.0,5.5
2026-02,Madinat Jumeirah Living,Jumeirah,True,1017,10949,1097.0,66,132,29,10,4.0,5.5
2026-03,Madinat Jumeirah Living,Jumeirah,True,1041,11205,1134.0,68,30,41,53,4.0,5.5
2026-04,Madinat Jumeirah Living,Jumeirah,True,983,10580,1084.0,64,48,76,74,4.0,5.5
2020-01,La Mer,Jumeirah,True,622,6692,688.0,40,38,10,20,1.5,3.0
2020-02,La Mer,Jumeirah,True,662,7123,741.0,43,126,64,60,1.5,3.0
2020-03,La Mer,Jumeirah,True,637,6853,696.0,41,146,58,106,1.5,3.0
2020-04,La Mer,Jumeirah,True,626,6739,709.0,41,54,59,73,0.4,1.9
2020-05,La Mer,Jumeirah,True,609,6557,699.0,40,40,38,14,0.4,1.9
2020-06,La Mer,Jumeirah,True,623,6705,675.0,40,37,10,52,0.4,1.9
2020-07,La Mer,Jumeirah,True,584,6288,659.0,38,31,52,117,0.4,1.9
2020-08,La Mer,Jumeirah,True,608,6544,638.0,40,35,72,35,0.4,1.9
2020-09,La Mer,Jumeirah,True,595,6407,677.0,39,33,28,112,0.4,1.9
2020-10,La Mer,Jumeirah,True,596,6414,640.0,39,113,36,77,0.4,1.9
2020-11,La Mer,Jumeirah,True,590,6351,657.0,38,58,42,31,0.4,1.9
2020-12,La Mer,Jumeirah,True,600,6457,668.0,39,109,31,30,0.4,1.9
2021-01,La Mer,Jumeirah,True,632,6805,673.0,41,103,29,49,0.4,1.9
2021-02,La Mer,Jumeirah,True,655,7050,718.0,43,141,41,99,0.4,1.9
2021-03,La Mer,Jumeirah,True,642,6908,715.0,42,153,32,86,0.4,1.9
2021-04,La Mer,Jumeirah,True,662,7128,713.0,43,171,23,74,0.4,1.9
2021-05,La Mer,Jumeirah,True,688,7411,744.0,45,57,9,81,0.4,1.9
2021-06,La Mer,Jumeirah,True,664,7145,715.0,43,170,27,58,0.4,1.9
2021-07,La Mer,Jumeirah,True,671,7224,719.0,44,27,75,79,0.4,1.9
2021-08,La Mer,Jumeirah,True,698,7515,765.0,45,78,70,112,0.4,1.9
2021-09,La Mer,Jumeirah,True,690,7426,751.0,45,71,51,22,0.4,1.9
2021-10,La Mer,Jumeirah,True,727,7822,831.0,47,129,67,24,0.4,1.9
2021-11,La Mer,Jumeirah,True,745,8020,816.0,48,98,10,107,0.4,1.9
2021-12,La Mer,Jumeirah,True,762,8206,827.0,50,115,35,83,0.4,1.9
2022-01,La Mer,Jumeirah,True,778,8371,812.0,51,34,18,51,0.4,1.9
2022-02,La Mer,Jumeirah,True,780,8398,856.0,51,164,20,52,0.4,1.9
2022-03,La Mer,Jumeirah,True,817,8792,915.0,53,64,18,14,0.4,1.9
2022-04,La Mer,Jumeirah,True,803,8648,865.0,52,28,22,33,1.4,2.9
2022-05,La Mer,Jumeirah,True,857,9223,940.0,56,22,67,109,1.4,2.9
2022-06,La Mer,Jumeirah,True,867,9336,938.0,56,48,59,107,1.4,2.9
2022-07,La Mer,Jumeirah,True,866,9321,975.0,56,122,38,37,1.4,2.9
2022-08,La Mer,Jumeirah,True,914,9835,1005.0,59,149,8,76,1.4,2.9
2022-09,La Mer,Jumeirah,True,905,9743,983.0,59,51,46,89,1.4,2.9
2022-10,La Mer,Jumeirah,True,926,9968,1018.0,60,25,28,19,4.4,5.9
2022-11,La Mer,Jumeirah,True,983,10580,1080.0,64,67,71,87,4.4,5.9
2022-12,La Mer,Jumeirah,True,947,10195,1035.0,62,19,71,31,4.4,5.9
2023-01,La Mer,Jumeirah,True,986,10610,1120.0,64,122,38,71,4.4,5.9
2023-02,La Mer,Jumeirah,True,999,10756,1115.0,65,68,53,113,4.4,5.9
2023-03,La Mer,Jumeirah,True,1015,10928,1164.0,66,82,79,103,4.4,5.9
2023-04,La Mer,Jumeirah,True,999,10758,1109.0,65,164,74,70,4.4,5.9
2023-05,La Mer,Jumeirah,True,1056,11362,1170.0,69,49,68,93,4.4,5.9
2023-06,La Mer,Jumeirah,True,1008,10853,1134.0,66,116,50,115,4.4,5.9
2023-07,La Mer,Jumeirah,True,1063,11445,1166.0,69,94,28,15,5.4,6.9
2023-08,La Mer,Jumeirah,True,1100,11836,1248.0,71,97,59,95,5.4,6.9
2023-09,La Mer,Jumeirah,True,1094,11771,1259.0,71,74,42,84,5.4,6.9
2023-10,La Mer,Jumeirah,True,1191,12816,1242.0,77,104,45,74,5.4,6.9
2023-11,La Mer,Jumeirah,True,1073,11551,1155.0,70,141,76,43,5.4,6.9
2023-12,La Mer,Jumeirah,True,1115,11997,1221.0,72,76,38,34,5.4,6.9
2024-01,La Mer,Jumeirah,True,1125,12108,1255.0,73,89,72,31,5.4,6.9
2024-02,La Mer,Jumeirah,True,1148,12356,1296.0,75,48,73,18,5.4,6.9
2024-03,La Mer,Jumeirah,True,1102,11857,1208.0,72,100,12,50,5.4,6.9
2024-04,La Mer,Jumeirah,True,1130,12167,1233.0,73,52,41,48,5.4,6.9
2024-05,La Mer,Jumeirah,True,1066,11469,1157.0,69,25,18,12,5.4,6.9
2024-06,La Mer,Jumeirah,True,1132,12184,1215.0,74,30,51,22,5.4,6.9
2024-07,La Mer,Jumeirah,True,1101,11855,1144.0,72,78,46,56,4.65,6.15
2024-08,La Mer,Jumeirah,True,1109,11932,1250.0,72,169,16,103,4.65,6.15
2024-09,La Mer,Jumeirah,True,1103,11876,1255.0,72,168,19,40,4.65,6.15
2024-10,La Mer,Jumeirah,True,1094,11775,1175.0,71,80,20,94,4.65,6.15
2024-11,La Mer,Jumeirah,True,1113,11981,1227.0,72,173,45,119,4.65,6.15
2024-12,La Mer,Jumeirah,True,1094,11781,1212.0,71,104,41,33,4.65,6.15
2025-01,La Mer,Jumeirah,True,1075,11568,1176.0,70,118,77,83,4.65,6.15
2025-02,La Mer,Jumeirah,True,1133,12199,1197.0,74,176,37,27,4.65,6.15
2025-03,La Mer,Jumeirah,True,1066,11476,1149.0,69,69,68,15,4.65,6.15
2025-04,La Mer,Jumeirah,True,1087,11700,1171.0,71,100,26,43,4.65,6.15
2025-05,La Mer,Jumeirah,True,1072,11536,1160.0,70,136,38,106,4.65,6.15
2025-06,La Mer,Jumeirah,True,1076,11584,1153.0,70,167,39,99,4.65,6.15
2025-07,La Mer,Jumeirah,True,1108,11923,1229.0,72,21,42,119,4.0,5.5
2025-08,La Mer,Jumeirah,True,1110,11946,1257.0,72,97,17,72,4.0,5.5
2025-09,La Mer,Jumeirah,True,1135,12216,1229.0,74,176,35,22,4.0,5.5
2025-10,La Mer,Jumeirah,True,1096,11798,1201.0,71,168,51,85,4.0,5.5
2025-11,La Mer,Jumeirah,True,1085,11682,1186.0,71,66,77,14,4.0,5.5
2025-12,La Mer,Jumeirah,True,1102,11864,1217.0,72,150,55,71,4.0,5.5
2026-01,La Mer,Jumeirah,True,1088,11715,1186.0,71,154,50,34,4.0,5.5
2026-02,La Mer,Jumeirah,True,1057,11383,1176.0,69,15,64,47,4.0,5.5
2026-03,La Mer,Jumeirah,True,1120,12060,1254.0,73,67,40,29,4.0,5.5
2026-04,La Mer,Jumeirah,True,1075,11573,1230.0,70,44,59,102,4.0,5.5
2020-01,Bulgari Resort,Jumeirah Bay,True,1438,15477,1537.0,93,95,16,83,1.5,3.0
2020-02,Bulgari Resort,Jumeirah Bay,True,1464,15755,1555.0,95,143,17,111,1.5,3.0
2020-03,Bulgari Resort,Jumeirah Bay,True,1420,15282,1552.0,92,61,53,10,1.5,3.0
2020-04,Bulgari Resort,Jumeirah Bay,True,1424,15331,1616.0,93,18,50,53,0.4,1.9
2020-05,Bulgari Resort,Jumeirah Bay,True,1457,15682,1551.0,95,15,12,45,0.4,1.9
2020-06,Bulgari Resort,Jumeirah Bay,True,1418,15264,1580.0,92,113,42,18,0.4,1.9
2020-07,Bulgari Resort,Jumeirah Bay,True,1398,15051,1578.0,91,166,39,111,0.4,1.9
2020-08,Bulgari Resort,Jumeirah Bay,True,1373,14782,1470.0,89,68,17,45,0.4,1.9
2020-09,Bulgari Resort,Jumeirah Bay,True,1343,14457,1553.0,87,59,71,41,0.4,1.9
2020-10,Bulgari Resort,Jumeirah Bay,True,1326,14268,1446.0,86,20,56,110,0.4,1.9
2020-11,Bulgari Resort,Jumeirah Bay,True,1375,14798,1561.0,89,94,47,12,0.4,1.9
2020-12,Bulgari Resort,Jumeirah Bay,True,1373,14783,1463.0,89,115,43,115,0.4,1.9
2021-01,Bulgari Resort,Jumeirah Bay,True,1379,14848,1598.0,90,124,56,50,0.4,1.9
2021-02,Bulgari Resort,Jumeirah Bay,True,1431,15407,1620.0,93,74,8,20,0.4,1.9
2021-03,Bulgari Resort,Jumeirah Bay,True,1398,15053,1520.0,91,29,72,51,0.4,1.9
2021-04,Bulgari Resort,Jumeirah Bay,True,1431,15404,1474.0,93,83,7,85,0.4,1.9
2021-05,Bulgari Resort,Jumeirah Bay,True,1483,15958,1636.0,96,156,35,74,0.4,1.9
2021-06,Bulgari Resort,Jumeirah Bay,True,1475,15874,1634.0,96,125,33,87,0.4,1.9
2021-07,Bulgari Resort,Jumeirah Bay,True,1532,16493,1719.0,100,58,18,86,0.4,1.9
2021-08,Bulgari Resort,Jumeirah Bay,True,1517,16331,1643.0,99,127,35,83,0.4,1.9
2021-09,Bulgari Resort,Jumeirah Bay,True,1526,16424,1733.0,99,51,10,81,0.4,1.9
2021-10,Bulgari Resort,Jumeirah Bay,True,1611,17340,1704.0,105,55,6,41,0.4,1.9
2021-11,Bulgari Resort,Jumeirah Bay,True,1633,17575,1790.0,106,120,61,36,0.4,1.9
2021-12,Bulgari Resort,Jumeirah Bay,True,1691,18203,1870.0,110,44,43,58,0.4,1.9
2022-01,Bulgari Resort,Jumeirah Bay,True,1778,19134,1968.0,116,53,39,14,0.4,1.9
2022-02,Bulgari Resort,Jumeirah Bay,True,1783,19189,1996.0,116,85,33,15,0.4,1.9
2022-03,Bulgari Resort,Jumeirah Bay,True,1809,19475,2085.0,118,157,74,38,0.4,1.9
2022-04,Bulgari Resort,Jumeirah Bay,True,1883,20263,2078.0,122,128,25,18,1.4,2.9
2022-05,Bulgari Resort,Jumeirah Bay,True,1883,20273,2175.0,122,157,35,65,1.4,2.9
2022-06,Bulgari Resort,Jumeirah Bay,True,1971,21213,2104.0,128,158,13,88,1.4,2.9
2022-07,Bulgari Resort,Jumeirah Bay,True,1955,21041,2117.0,127,138,66,14,1.4,2.9
2022-08,Bulgari Resort,Jumeirah Bay,True,1977,21278,2126.0,128,20,73,44,1.4,2.9
2022-09,Bulgari Resort,Jumeirah Bay,True,2007,21600,2208.0,130,94,75,26,1.4,2.9
2022-10,Bulgari Resort,Jumeirah Bay,True,2050,22066,2192.0,133,96,62,52,4.4,5.9
2022-11,Bulgari Resort,Jumeirah Bay,True,2131,22933,2284.0,138,98,25,85,4.4,5.9
2022-12,Bulgari Resort,Jumeirah Bay,True,2147,23115,2414.0,140,75,68,48,4.4,5.9
2023-01,Bulgari Resort,Jumeirah Bay,True,2157,23220,2455.0,140,124,38,51,4.4,5.9
2023-02,Bulgari Resort,Jumeirah Bay,True,2274,24475,2569.0,148,161,70,119,4.4,5.9
2023-03,Bulgari Resort,Jumeirah Bay,True,2238,24094,2404.0,145,65,73,62,4.4,5.9
2023-04,Bulgari Resort,Jumeirah Bay,True,2277,24512,2514.0,148,100,77,23,4.4,5.9
2023-05,Bulgari Resort,Jumeirah Bay,True,2227,23968,2438.0,145,87,47,74,4.4,5.9
2023-06,Bulgari Resort,Jumeirah Bay,True,2272,24451,2525.0,148,35,57,12,4.4,5.9
2023-07,Bulgari Resort,Jumeirah Bay,True,2536,27295,2708.0,165,103,49,57,5.4,6.9
2023-08,Bulgari Resort,Jumeirah Bay,True,2497,26882,2747.0,162,148,53,60,5.4,6.9
2023-09,Bulgari Resort,Jumeirah Bay,True,2559,27541,2755.0,166,51,76,72,5.4,6.9
2023-10,Bulgari Resort,Jumeirah Bay,True,2610,28093,2805.0,170,147,48,53,5.4,6.9
2023-11,Bulgari Resort,Jumeirah Bay,True,2457,26446,2732.0,160,73,69,75,5.4,6.9
2023-12,Bulgari Resort,Jumeirah Bay,True,2501,26925,2625.0,163,178,54,87,5.4,6.9
2024-01,Bulgari Resort,Jumeirah Bay,True,2476,26655,2753.0,161,113,23,10,5.4,6.9
2024-02,Bulgari Resort,Jumeirah Bay,True,2514,27064,2679.0,163,113,69,74,5.4,6.9
2024-03,Bulgari Resort,Jumeirah Bay,True,2545,27392,2675.0,165,18,23,18,5.4,6.9
2024-04,Bulgari Resort,Jumeirah Bay,True,2504,26956,2680.0,163,112,20,30,5.4,6.9
2024-05,Bulgari Resort,Jumeirah Bay,True,2486,26763,2701.0,162,53,7,89,5.4,6.9
2024-06,Bulgari Resort,Jumeirah Bay,True,2538,27315,2807.0,165,64,77,74,5.4,6.9
2024-07,Bulgari Resort,Jumeirah Bay,True,2472,26603,2672.0,161,128,9,60,4.65,6.15
2024-08,Bulgari Resort,Jumeirah Bay,True,2497,26878,2829.0,162,74,37,74,4.65,6.15
2024-09,Bulgari Resort,Jumeirah Bay,True,2508,27000,2719.0,163,129,41,42,4.65,6.15
2024-10,Bulgari Resort,Jumeirah Bay,True,2397,25802,2626.0,156,66,29,68,4.65,6.15
2024-11,Bulgari Resort,Jumeirah Bay,True,2537,27313,2814.0,165,80,48,79,4.65,6.15
2024-12,Bulgari Resort,Jumeirah Bay,True,2503,26945,2756.0,163,63,56,107,4.65,6.15
2025-01,Bulgari Resort,Jumeirah Bay,True,2404,25873,2683.0,156,50,39,63,4.65,6.15
2025-02,Bulgari Resort,Jumeirah Bay,True,2444,26303,2704.0,159,164,7,70,4.65,6.15
2025-03,Bulgari Resort,Jumeirah Bay,True,2539,27328,2782.0,165,163,42,111,4.65,6.15
2025-04,Bulgari Resort,Jumeirah Bay,True,2428,26140,2725.0,158,70,53,28,4.65,6.15
2025-05,Bulgari Resort,Jumeirah Bay,True,2450,26377,2711.0,159,147,16,16,4.65,6.15
2025-06,Bulgari Resort,Jumeirah Bay,True,2383,25656,2641.0,155,83,51,65,4.65,6.15
2025-07,Bulgari Resort,Jumeirah Bay,True,2458,26462,2643.0,160,105,31,64,4.0,5.5
2025-08,Bulgari Resort,Jumeirah Bay,True,2458,26455,2644.0,160,66,67,33,4.0,5.5
2025-09,Bulgari Resort,Jumeirah Bay,True,2338,25162,2470.0,152,70,33,55,4.0,5.5
2025-10,Bulgari Resort,Jumeirah Bay,True,2408,25924,2663.0,157,92,30,90,4.0,5.5
2025-11,Bulgari Resort,Jumeirah Bay,True,2397,25806,2527.0,156,129,18,78,4.0,5.5
2025-12,Bulgari Resort,Jumeirah Bay,True,2380,25623,2646.0,155,103,23,119,4.0,5.5
2026-01,Bulgari Resort,Jumeirah Bay,True,2344,25234,2554.0,152,59,59,118,4.0,5.5
2026-02,Bulgari Resort,Jumeirah Bay,True,2439,26258,2693.0,159,64,15,30,4.0,5.5
2026-03,Bulgari Resort,Jumeirah Bay,True,2600,27990,2825.0,169,130,51,76,4.0,5.5
2026-04,Bulgari Resort,Jumeirah Bay,True,2478,26676,2779.0,161,176,27,110,4.0,5.5
2020-01,Al Reem,Arabian Ranches,True,309,3326,346.0,20,104,27,111,1.5,3.0
2020-02,Al Reem,Arabian Ranches,True,293,3149,327.0,19,170,42,19,1.5,3.0
2020-03,Al Reem,Arabian Ranches,True,305,3280,334.0,20,129,20,27,1.5,3.0
2020-04,Al Reem,Arabian Ranches,True,297,3196,333.0,19,93,39,34,0.4,1.9
2020-05,Al Reem,Arabian Ranches,True,302,3253,339.0,20,65,37,34,0.4,1.9
2020-06,Al Reem,Arabian Ranches,True,282,3031,324.0,18,179,25,23,0.4,1.9
2020-07,Al Reem,Arabian Ranches,True,290,3125,316.0,19,99,53,52,0.4,1.9
2020-08,Al Reem,Arabian Ranches,True,296,3185,313.0,19,31,46,80,0.4,1.9
2020-09,Al Reem,Arabian Ranches,True,289,3113,317.0,19,145,12,39,0.4,1.9
2020-10,Al Reem,Arabian Ranches,True,268,2883,289.0,17,44,9,70,0.4,1.9
2020-11,Al Reem,Arabian Ranches,True,276,2971,320.0,18,30,76,13,0.4,1.9
2020-12,Al Reem,Arabian Ranches,True,283,3046,307.0,18,42,53,41,0.4,1.9
2021-01,Al Reem,Arabian Ranches,True,304,3269,332.0,20,134,65,73,0.4,1.9
2021-02,Al Reem,Arabian Ranches,True,302,3254,331.0,20,97,9,105,0.4,1.9
2021-03,Al Reem,Arabian Ranches,True,315,3390,355.0,20,148,23,77,0.4,1.9
2021-04,Al Reem,Arabian Ranches,True,323,3476,359.0,21,78,34,73,0.4,1.9
2021-05,Al Reem,Arabian Ranches,True,313,3365,343.0,20,118,51,100,0.4,1.9
2021-06,Al Reem,Arabian Ranches,True,333,3581,367.0,22,112,12,41,0.4,1.9
2021-07,Al Reem,Arabian Ranches,True,315,3389,346.0,20,84,70,40,0.4,1.9
2021-08,Al Reem,Arabian Ranches,True,334,3598,369.0,22,68,49,30,0.4,1.9
2021-09,Al Reem,Arabian Ranches,True,329,3545,362.0,21,78,10,41,0.4,1.9
2021-10,Al Reem,Arabian Ranches,True,338,3637,361.0,22,66,57,31,0.4,1.9
2021-11,Al Reem,Arabian Ranches,True,365,3933,415.0,24,66,36,40,0.4,1.9
2021-12,Al Reem,Arabian Ranches,True,365,3924,415.0,24,83,26,79,0.4,1.9
2022-01,Al Reem,Arabian Ranches,True,356,3836,396.0,23,155,22,84,0.4,1.9
2022-02,Al Reem,Arabian Ranches,True,372,4001,403.0,24,147,9,94,0.4,1.9
2022-03,Al Reem,Arabian Ranches,True,382,4116,409.0,25,50,73,28,0.4,1.9
2022-04,Al Reem,Arabian Ranches,True,391,4209,415.0,25,129,31,104,1.4,2.9
2022-05,Al Reem,Arabian Ranches,True,410,4417,457.0,27,133,79,70,1.4,2.9
2022-06,Al Reem,Arabian Ranches,True,404,4345,447.0,26,121,65,24,1.4,2.9
2022-07,Al Reem,Arabian Ranches,True,412,4438,469.0,27,126,24,62,1.4,2.9
2022-08,Al Reem,Arabian Ranches,True,408,4392,455.0,27,147,79,45,1.4,2.9
2022-09,Al Reem,Arabian Ranches,True,448,4818,476.0,29,54,54,28,1.4,2.9
2022-10,Al Reem,Arabian Ranches,True,465,5002,508.0,30,42,56,106,4.4,5.9
2022-11,Al Reem,Arabian Ranches,True,435,4682,470.0,28,122,65,16,4.4,5.9
2022-12,Al Reem,Arabian Ranches,True,471,5068,518.0,31,53,60,18,4.4,5.9
2023-01,Al Reem,Arabian Ranches,True,450,4843,500.0,29,59,34,112,4.4,5.9
2023-02,Al Reem,Arabian Ranches,True,476,5124,511.0,31,64,79,60,4.4,5.9
2023-03,Al Reem,Arabian Ranches,True,481,5182,542.0,31,60,34,102,4.4,5.9
2023-04,Al Reem,Arabian Ranches,True,499,5369,564.0,32,31,25,78,4.4,5.9
2023-05,Al Reem,Arabian Ranches,True,486,5229,535.0,32,22,34,37,4.4,5.9
2023-06,Al Reem,Arabian Ranches,True,496,5337,543.0,32,120,46,119,4.4,5.9
2023-07,Al Reem,Arabian Ranches,True,529,5691,549.0,34,62,30,51,5.4,6.9
2023-08,Al Reem,Arabian Ranches,True,548,5904,621.0,36,39,16,14,5.4,6.9
2023-09,Al Reem,Arabian Ranches,True,509,5475,576.0,33,100,22,104,5.4,6.9
2023-10,Al Reem,Arabian Ranches,True,512,5514,587.0,33,65,52,17,5.4,6.9
2023-11,Al Reem,Arabian Ranches,True,523,5626,578.0,34,57,31,70,5.4,6.9
2023-12,Al Reem,Arabian Ranches,True,513,5519,585.0,33,51,40,38,5.4,6.9
2024-01,Al Reem,Arabian Ranches,True,550,5925,617.0,36,29,57,104,5.4,6.9
2024-02,Al Reem,Arabian Ranches,True,571,6142,644.0,37,94,16,13,5.4,6.9
2024-03,Al Reem,Arabian Ranches,True,524,5640,565.0,34,90,49,50,5.4,6.9
2024-04,Al Reem,Arabian Ranches,True,525,5651,576.0,34,86,71,107,5.4,6.9
2024-05,Al Reem,Arabian Ranches,True,558,6011,603.0,36,61,26,107,5.4,6.9
2024-06,Al Reem,Arabian Ranches,True,528,5683,570.0,34,117,66,23,5.4,6.9
2024-07,Al Reem,Arabian Ranches,True,519,5587,582.0,34,21,62,81,4.65,6.15
2024-08,Al Reem,Arabian Ranches,True,531,5714,604.0,35,140,45,102,4.65,6.15
2024-09,Al Reem,Arabian Ranches,True,532,5724,577.0,35,164,25,29,4.65,6.15
2024-10,Al Reem,Arabian Ranches,True,489,5261,551.0,32,179,47,86,4.65,6.15
2024-11,Al Reem,Arabian Ranches,True,517,5567,580.0,34,78,70,85,4.65,6.15
2024-12,Al Reem,Arabian Ranches,True,516,5554,564.0,34,130,31,118,4.65,6.15
2025-01,Al Reem,Arabian Ranches,True,528,5682,575.0,34,86,6,20,4.65,6.15
2025-02,Al Reem,Arabian Ranches,True,497,5352,551.0,32,104,14,21,4.65,6.15
2025-03,Al Reem,Arabian Ranches,True,486,5235,558.0,32,165,33,31,4.65,6.15
2025-04,Al Reem,Arabian Ranches,True,527,5670,590.0,34,78,30,80,4.65,6.15
2025-05,Al Reem,Arabian Ranches,True,516,5553,560.0,34,40,48,90,4.65,6.15
2025-06,Al Reem,Arabian Ranches,True,503,5412,541.0,33,115,6,79,4.65,6.15
2025-07,Al Reem,Arabian Ranches,True,514,5532,548.0,33,173,57,37,4.0,5.5
2025-08,Al Reem,Arabian Ranches,True,532,5728,559.0,35,130,51,70,4.0,5.5
2025-09,Al Reem,Arabian Ranches,True,517,5567,550.0,34,64,71,64,4.0,5.5
2025-10,Al Reem,Arabian Ranches,True,497,5348,561.0,32,174,54,26,4.0,5.5
2025-11,Al Reem,Arabian Ranches,True,538,5796,584.0,35,121,41,60,4.0,5.5
2025-12,Al Reem,Arabian Ranches,True,516,5556,541.0,34,86,72,34,4.0,5.5
2026-01,Al Reem,Arabian Ranches,True,518,5572,573.0,34,104,57,100,4.0,5.5
2026-02,Al Reem,Arabian Ranches,True,521,5609,593.0,34,110,34,66,4.0,5.5
2026-03,Al Reem,Arabian Ranches,True,513,5519,600.0,33,45,39,82,4.0,5.5
2026-04,Al Reem,Arabian Ranches,True,507,5456,569.0,33,156,46,23,4.0,5.5
2020-01,Falcon City of Wonders,Dubailand,True,189,2038,208.0,12,19,69,39,1.5,3.0
2020-02,Falcon City of Wonders,Dubailand,True,206,2215,219.0,13,58,72,39,1.5,3.0
2020-03,Falcon City of Wonders,Dubailand,True,202,2174,226.0,13,82,65,99,1.5,3.0
2020-04,Falcon City of Wonders,Dubailand,True,196,2113,214.0,13,87,34,13,0.4,1.9
2020-05,Falcon City of Wonders,Dubailand,True,200,2153,219.0,13,65,35,99,0.4,1.9
2020-06,Falcon City of Wonders,Dubailand,True,198,2133,215.0,13,73,64,25,0.4,1.9
2020-07,Falcon City of Wonders,Dubailand,True,188,2023,212.0,12,133,23,93,0.4,1.9
2020-08,Falcon City of Wonders,Dubailand,True,189,2039,205.0,12,25,60,33,0.4,1.9
2020-09,Falcon City of Wonders,Dubailand,True,190,2045,207.0,12,123,43,93,0.4,1.9
2020-10,Falcon City of Wonders,Dubailand,True,197,2125,221.0,13,71,24,48,0.4,1.9
2020-11,Falcon City of Wonders,Dubailand,True,188,2025,211.0,12,161,71,60,0.4,1.9
2020-12,Falcon City of Wonders,Dubailand,True,206,2213,222.0,13,40,70,13,0.4,1.9
2021-01,Falcon City of Wonders,Dubailand,True,196,2111,227.0,13,127,76,97,0.4,1.9
2021-02,Falcon City of Wonders,Dubailand,True,197,2124,209.0,13,148,36,67,0.4,1.9
2021-03,Falcon City of Wonders,Dubailand,True,208,2239,234.0,14,69,13,110,0.4,1.9
2021-04,Falcon City of Wonders,Dubailand,True,209,2248,229.0,14,122,76,70,0.4,1.9
2021-05,Falcon City of Wonders,Dubailand,True,215,2317,231.0,14,111,11,33,0.4,1.9
2021-06,Falcon City of Wonders,Dubailand,True,214,2299,235.0,14,132,21,100,0.4,1.9
2021-07,Falcon City of Wonders,Dubailand,True,219,2357,233.0,14,53,45,22,0.4,1.9
2021-08,Falcon City of Wonders,Dubailand,True,224,2410,248.0,15,25,65,43,0.4,1.9
2021-09,Falcon City of Wonders,Dubailand,True,231,2483,263.0,15,73,60,90,0.4,1.9
2021-10,Falcon City of Wonders,Dubailand,True,241,2593,274.0,16,156,24,42,0.4,1.9
2021-11,Falcon City of Wonders,Dubailand,True,239,2576,272.0,16,129,49,25,0.4,1.9
2021-12,Falcon City of Wonders,Dubailand,True,244,2626,273.0,16,145,20,82,0.4,1.9
2022-01,Falcon City of Wonders,Dubailand,True,242,2606,263.0,16,168,56,54,0.4,1.9
