id,date_listed,project_id,project_name,developer,developer_tier,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,launch_year,handover_year,total_project_units,payment_plan,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,price_usd,price_per_sqft_usd,price_per_m2_usd,mortgage_rate_at_listing
O010773,02-12-2022,OP0136,Address Residences,Deyaar,tier2,Dubailand,Dubailand,25.02877,55.29506,apartment,1BR,1,822,76.4,community,2022,2026,1500,50/50_post_handover,Expo 2020,Red,205,18.84,206600,251,2704,5.9
O010774,10-03-2026,OP0153,Vela Residences,Tiger Group,tier2,The Lakes,Emirates Living,25.05548,55.19167,villa,4BR_villa,4,3137,291.4,park,2023,2026,800,60/40,Discovery Gardens,Red,65,17.82,2574600,821,8834,5.5
O010775,23-05-2022,OP0171,Lagoon,Nakheel,tier1,Business Bay,Business Bay,25.18674,55.25522,apartment,studio,0,483,44.9,pool,2022,2025,400,80/20,Business Bay,Red,16,2.25,258400,535,5754,2.9
O010776,22-08-2025,OP0036,Bulgari Lighthouse,Meraas,tier1,Liwan,Dubailand,25.06785,55.33633,apartment,1BR,1,687,63.8,sea,2025,2025,800,70/30,Ibn Battuta,Red,265,15.68,272300,397,4268,5.5
O010777,18-11-2023,OP0096,Marina Vista,Azizi,tier2,The Meadows,Emirates Living,25.04211,55.15921,villa,4BR_villa,4,3621,336.4,community,2023,2025,1500,70/30,Al Furjan,Red,23,20.78,3047500,842,9059,6.9
O010778,20-01-2024,OP0178,Forte,Tiger Group,tier2,Maritime City,Maritime City,25.26851,55.24195,apartment,2BR,2,1215,112.9,golf_course,2024,2024,100,80/20,Palm Deira,Green,61,8.58,1126300,927,9976,6.9
O010779,14-02-2024,OP0179,Damac Bay,Binghatti,tier2,Sustainable City,Sustainable City,24.98339,55.27192,villa,4BR_villa,4,3710,344.7,pool,2022,2025,1500,10/90_post_handover,Jebel Ali,Red,174,23.78,2080500,561,6036,6.9
O010780,19-08-2022,OP0107,Beach Mansion,Dubai Properties,tier1,Jumeirah Lake Towers,JLT,25.07937,55.1362,apartment,1BR,1,580,53.9,park,2025,2027,400,70/30,Al Furjan,Red,70,19.11,258500,445,4793,2.9
O010781,12-12-2022,OP0013,Burj Binghatti,Emaar,tier1,Jumeirah Islands,Emirates Living,25.04746,55.15715,villa,3BR_villa,3,2977,276.6,park,2021,2027,800,60/40,World Trade Centre,Red,284,20.41,3217200,1080,11630,5.9
O010782,16-05-2025,OP0069,One at Palm,Ellington,tier2,Green Community,DIP,24.99719,55.16434,villa,5BR_villa,5,5490,510.1,city,2022,2026,800,10/90_post_handover,Dubai Investment Park,Red,19,24.85,2403600,438,4712,6.15
O010783,04-11-2022,OP0061,Volta,Nakheel,tier1,Dubai South,Dubai South,24.9079,55.14887,apartment,1BR,1,668,62,community,2024,2025,100,60/40,Al Jafiliya,Red,463,34.56,152100,228,2452,5.9
O010784,09-03-2023,OP0074,Damac Bay,Omniyat,tier1,Arabian Ranches,Arabian Ranches,25.0451,55.27953,villa,5BR_villa,5,6113,567.9,park,2022,2024,1500,10/90_post_handover,MRT-1,Red,180,16.92,5322200,871,9371,5.9
O010785,13-09-2021,OP0109,Burj Binghatti,Dubai Properties,tier1,Green Community,DIP,25.0047,55.16951,villa,3BR_villa,3,2568,238.6,park,2023,2027,400,60/40,Dubai Investment Park,Red,24,23.87,1036600,404,4344,1.9
O010786,09-07-2025,OP0128,Vida Residences,Aldar,tier1,Dubailand,Dubailand,25.03005,55.30866,apartment,3BR,3,1832,170.2,sea,2023,2028,200,80/20,Al Jafiliya,Red,269,18.9,678200,370,3985,5.5
O010787,09-09-2023,OP0074,Damac Bay,Omniyat,tier1,Arabian Ranches,Arabian Ranches,25.0451,55.27953,villa,4BR_villa,4,3411,316.9,community,2022,2024,1500,80/20,Salah Al Din (G),Green,317,16.92,2756700,808,8700,6.9
O010788,01-03-2024,OP0123,One at Palm,Danube,tier2,Jumeirah Village Triangle,JVT,25.04438,55.19034,apartment,3BR,3,2216,205.9,community,2025,2028,100,10/90_post_handover,Mall of the Emirates,Red,102,18.98,679800,307,3302,6.9
O010789,19-03-2025,OP0103,Burj Binghatti,Danube,tier2,Damac Hills 2,Damac Hills,24.95932,55.30114,villa,4BR_villa,4,2976,276.5,pool,2021,2026,800,60/40,Jumeirah Golf Estates,Red,189,26.59,1143600,384,4137,6.15
O010790,27-11-2025,OP0005,Grande,Azizi,tier2,Meydan,Meydan,25.15393,55.30064,apartment,studio,0,490,45.5,community,2025,2025,400,60/40,Financial Centre,Red,81,5.49,332900,680,7314,5.5
O010791,20-05-2021,OP0029,Lagoon,DAMAC,tier1,Dubai Investment Park,DIP,24.99719,55.19027,apartment,1BR,1,660,61.3,city,2023,2026,1500,80/20,Jumeirah Golf Estates,Red,52,23.8,130000,197,2121,1.9
O010792,20-04-2023,OP0187,Grande,Danube,tier2,Jumeirah 1,Jumeirah,25.23883,55.26222,villa,4BR_villa,4,3904,362.7,sea,2023,2025,100,70/30,Business Bay,Red,69,4.79,4028000,1032,11106,5.9
O010793,04-06-2024,OP0096,Marina Vista,Azizi,tier2,The Meadows,Emirates Living,25.04211,55.15921,villa,4BR_villa,4,3800,353.1,city,2023,2025,1500,80/20,Al Furjan,Red,25,20.78,4009500,1055,11357,6.9
O010794,12-10-2023,OP0104,Address Residences,Deyaar,tier2,Maritime City,Maritime City,25.26425,55.2666,apartment,3BR,3,1696,157.6,city,2022,2028,400,10/90_post_handover,Abu Baker Al Siddique (G),Green,83,7.5,1354100,798,8593,6.9
O010795,07-11-2023,OP0197,Marina Vista,MAG,tier2,Reem Mira,Reem,25.04259,55.26784,villa,5BR_villa,5,4098,380.7,marina,2022,2024,1500,10/90_post_handover,Burj Khalifa/Dubai Mall,Red,216,17.2,2167300,529,5692,6.9
O010796,25-05-2024,OP0077,Bayview,Tiger Group,tier2,The Views,The Greens,25.11176,55.15646,apartment,2BR,2,1527,141.9,sea,2022,2026,100,70/30,Al Jadaf,Green,264,15.2,1327700,869,9359,6.9
O010797,09-12-2025,OP0196,Beachgate,Danube,tier2,Sustainable City,Sustainable City,24.97679,55.28466,villa,6BR_villa,6,8925,829.2,park,2023,2026,400,60/40,Jebel Ali,Red,189,24.53,4999500,560,6029,5.5
O010798,07-02-2026,OP0102,Cavalli Tower,Ellington,tier2,DIFC,DIFC,25.21521,55.26624,apartment,2BR,2,957,88.9,golf_course,2023,2025,800,70/30,BurJuman,Red,70,2.16,1234700,1290,13888,5.5
O010799,08-06-2021,OP0140,Bayview,Meraas,tier1,Jumeirah 1,Jumeirah,25.22967,55.25416,apartment,2BR,2,910,84.5,sea,2021,2026,200,80/20,Baniyas Square,Red,83,4.15,677500,745,8014,1.9
O010800,14-08-2021,OP0060,Bulgari Lighthouse,Azizi,tier2,Maritime City,Maritime City,25.26086,55.26233,apartment,studio,0,418,38.9,city,2024,2027,1500,10/90_post_handover,Emirates Towers,Red,66,7.18,181400,434,4668,1.9
O010801,03-02-2026,OP0194,Seaside,Emaar,tier1,Bluewaters Island,Dubai Marina,25.07266,55.13589,apartment,2BR,2,887,82.4,city,2024,2026,800,50/50_post_handover,Mall of the Emirates,Red,104,19.65,1262000,1423,15316,5.5
O010802,11-03-2021,OP0002,Cavalli Tower,Emaar,tier1,Arabian Ranches 2,Arabian Ranches,25.0588,55.26345,villa,3BR_villa,3,2898,269.3,city,2022,2027,800,70/30,ADCB,Red,274,15.43,1473200,508,5471,1.9
O010803,16-10-2025,OP0009,Vida Residences,Azizi,tier2,Business Bay,Business Bay,25.18726,55.25993,apartment,studio,0,384,35.7,community,2024,2028,200,80/20,Business Bay,Red,4,1.83,222700,579,6235,5.5
O010804,24-08-2024,OP0095,Como Residences,Binghatti,tier2,Mudon,Dubailand,25.04779,55.24223,villa,6BR_villa,6,5785,537.5,city,2023,2024,1500,60/40,Financial Centre,Red,222,16.93,3251900,562,6050,6.15
O010805,23-08-2024,OP0138,Damac Bay,Nakheel,tier1,Discovery Gardens,Discovery Gardens,25.03482,55.13701,apartment,studio,0,324,30.1,park,2024,2027,1500,70/30,UAE Pavilion,Red,14,22.75,108000,333,3588,6.15
O010806,14-02-2021,OP0095,Como Residences,Binghatti,tier2,Mudon,Dubailand,25.04779,55.24223,villa,5BR_villa,5,7864,730.6,marina,2023,2024,1500,70/30,Sharaf DG,Red,107,16.93,2270900,289,3108,1.9
O010807,20-06-2023,OP0091,Beachgate,Nakheel,tier1,Jumeirah Park,Emirates Living,25.04807,55.17198,villa,6BR_villa,6,8154,757.5,city,2025,2028,100,50/50_post_handover,Noor Bank,Red,117,19.53,7967700,977,10519,5.9
O010808,19-11-2023,OP0122,Safa Towers,MAG,tier2,Jumeirah Village Circle,JVC,25.05555,55.201,apartment,2BR,2,1155,107.3,pool,2022,2026,400,60/40,Dubai Internet City,Red,74,17.4,535600,464,4991,6.9
O010809,24-08-2021,OP0030,Como Residences,Sobha,tier1,Dubai Sports City,Dubai Sports City,25.04919,55.22519,apartment,2BR,2,907,84.2,marina,2023,2024,400,80/20,Mashreq Bank,Red,95,17.19,263600,291,3129,1.9
O010810,09-03-2026,OP0184,Como Residences,Emaar,tier1,Azizi Riviera,MBR City,25.18397,55.29577,apartment,studio,0,498,46.3,burj_khalifa,2021,2027,200,60/40,Financial Centre,Red,44,2.61,422200,848,9125,5.5
O010811,31-03-2021,OP0072,Lagoon,Nakheel,tier1,Dubai Marina,Dubai Marina,25.08246,55.13155,apartment,1BR,1,643,59.8,sea,2025,2025,800,70/30,Noor Bank,Red,118,19.22,374000,582,6260,1.9
O010812,25-05-2021,OP0123,One at Palm,Danube,tier2,Jumeirah Village Triangle,JVT,25.04438,55.19034,apartment,2BR,2,973,90.4,city,2025,2028,100,70/30,Dubai Internet City,Red,77,18.98,264600,272,2927,1.9
O010813,26-10-2023,OP0078,Six Senses,Select Group,tier2,Dubai Islands,Deira Islands,25.28598,55.31336,apartment,studio,0,446,41.5,community,2023,2025,100,70/30,Salah Al Din,Red,14,10.62,376400,843,9077,6.9
O010814,24-07-2022,OP0108,Beachgate,Ellington,tier2,Green Community,DIP,24.99267,55.18156,villa,3BR_villa,3,1768,164.2,golf_course,2025,2026,200,80/20,Sharaf DG,Red,158,24.59,786300,445,4788,2.9
O010815,17-03-2023,OP0121,Hartland Greens,DAMAC,tier1,Motor City,Motor City,25.04796,55.2158,apartment,1BR,1,621,57.7,city,2024,2024,200,50/50_post_handover,Jumeirah Golf Estates,Red,68,17.61,254600,410,4410,5.9
O010816,06-04-2022,OP0174,Grande,Azizi,tier2,Bulgari Resort,Jumeirah Bay,25.21828,55.24114,apartment,1BR,1,490,45.5,park,2025,2027,1500,60/40,Financial Centre,Red,52,4.09,1146400,2342,25208,2.9
O010817,07-04-2024,OP0076,Como Residences,Emaar,tier1,Umm Suqeim,Jumeirah,25.15958,55.20256,villa,3BR_villa,3,2031,188.6,marina,2023,2026,200,70/30,First Abu Dhabi Bank,Red,45,8.35,2757300,1358,14617,6.9
O010818,27-04-2026,OP0165,Aykon City,Sobha,tier1,The Meadows,Emirates Living,25.04572,55.1704,villa,4BR_villa,4,4110,381.8,community,2021,2024,1500,60/40,UAE Pavilion,Red,59,19.83,3921800,954,10271,5.5
O010819,26-10-2025,OP0057,Hartland Greens,Dubai Properties,tier1,Motor City,Motor City,25.04604,55.22656,apartment,2BR,2,1216,112.9,city,2022,2024,100,60/40,Baniyas Square,Red,316,17.48,576100,474,5101,5.5
O010820,30-08-2021,OP0150,Bulgari Lighthouse,Binghatti,tier2,Al Furjan,Al Furjan,25.03031,55.15208,apartment,1BR,1,723,67.1,community,2023,2028,800,50/50_post_handover,Al Furjan,Red,7,22.27,187700,260,2796,1.9
O010821,11-03-2025,OP0041,Vela Residences,Sobha,tier1,Jumeirah 2,Jumeirah,25.22013,55.24108,apartment,2BR,2,1037,96.4,pool,2023,2024,100,50/50_post_handover,Emirates Towers,Red,51,4.21,1120900,1080,11630,6.15
O010822,12-01-2021,OP0115,Beachgate,Meraas,tier1,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16539,55.30465,apartment,1BR,1,746,69.3,community,2024,2026,800,50/50_post_handover,Creek,Green,100,4.67,335600,450,4844,1.9
O010823,29-12-2025,OP0029,Lagoon,DAMAC,tier1,Dubai Investment Park,DIP,24.99719,55.19027,apartment,2BR,2,1493,138.7,park,2023,2026,1500,10/90_post_handover,Al Furjan,Red,67,23.8,465700,312,3357,5.5
O010824,01-01-2022,OP0050,Como Residences,Binghatti,tier2,Jumeirah 1,Jumeirah,25.22886,55.26113,apartment,1BR,1,724,67.3,park,2023,2026,1500,60/40,Burj Khalifa/Dubai Mall,Red,44,3.76,479200,662,7123,1.9
O010825,17-06-2023,OP0062,Forte,Dubai Properties,tier1,Al Furjan,Al Furjan,25.02889,55.13714,apartment,studio,0,441,41,city,2023,2025,800,60/40,UAE Pavilion,Red,14,23.26,208600,473,5090,5.9
O010826,06-11-2022,OP0019,Vela Residences,Binghatti,tier2,Al Reem,Arabian Ranches,25.04823,55.26444,villa,3BR_villa,3,1982,184.1,marina,2022,2026,100,60/40,Sharaf DG,Red,128,16.6,1329200,671,7220,5.9
O010827,06-08-2021,OP0009,Vida Residences,Azizi,tier2,Business Bay,Business Bay,25.18726,55.25993,apartment,1BR,1,949,88.2,burj_khalifa,2024,2028,200,80/20,Business Bay,Red,8,1.83,491700,518,5575,1.9
O010828,20-06-2024,OP0102,Cavalli Tower,Ellington,tier2,DIFC,DIFC,25.21521,55.26624,apartment,3BR,3,1722,160,community,2023,2025,800,50/50_post_handover,BurJuman,Red,72,2.16,2006700,1165,12543,6.9
O010829,23-08-2025,OP0145,Six Senses,Meraas,tier1,Dubailand,Dubailand,25.02713,55.29321,villa,5BR_villa,5,3448,320.3,city,2024,2027,400,50/50_post_handover,Burj Khalifa/Dubai Mall,Red,234,19.01,1149100,333,3587,5.5
O010830,06-11-2024,OP0076,Como Residences,Emaar,tier1,Umm Suqeim,Jumeirah,25.15958,55.20256,villa,4BR_villa,4,3576,332.3,sea,2023,2026,200,10/90_post_handover,Dubai Internet City,Red,88,8.35,5030100,1406,15139,6.15
O010831,14-05-2025,OP0037,Vela Residences,Aldar,tier1,Umm Suqeim,Jumeirah,25.15588,55.20954,villa,4BR_villa,4,2885,268,community,2023,2025,200,70/30,Noor Bank,Red,43,7.98,3349800,1161,12500,6.15
O010832,25-12-2023,OP0182,Crest Grande,Deyaar,tier2,Downtown Dubai,Downtown,25.19635,55.26405,apartment,2BR,2,1194,111,pool,2024,2028,800,10/90_post_handover,Al Ras,Green,105,1.05,1275500,1068,11496,6.9
O010833,11-06-2022,OP0003,One at Palm,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.01301,55.19884,villa,6BR_villa,6,6001,557.5,pool,2025,2026,200,70/30,UAE Pavilion,Red,89,21.85,3339000,556,5989,2.9
O010834,24-04-2023,OP0101,Vela Residences,Omniyat,tier1,Discovery Gardens,Discovery Gardens,25.04015,55.15577,apartment,1BR,1,522,48.5,park,2023,2028,800,10/90_post_handover,UAE Pavilion,Red,41,21.16,176400,338,3635,5.9
O010835,23-03-2022,OP0172,Address Residences,Nakheel,tier1,Green Community,DIP,25.00353,55.1803,villa,4BR_villa,4,2726,253.3,golf_course,2025,2026,100,10/90_post_handover,Expo 2020,Red,76,23.53,1260500,462,4977,1.9
O010836,29-09-2021,OP0097,Marasi Riverside,Aldar,tier1,Dubai Harbour,Dubai Marina,25.08347,55.15223,apartment,2BR,2,1084,100.7,park,2023,2025,1500,10/90_post_handover,Mashreq Bank,Red,34,17.64,930000,858,9231,1.9
O010837,05-01-2026,OP0182,Crest Grande,Deyaar,tier2,Downtown Dubai,Downtown,25.19635,55.26405,apartment,studio,0,470,43.6,burj_khalifa,2024,2028,800,70/30,Emirates Towers,Red,36,1.05,560300,1193,12843,5.5
O010838,04-12-2024,OP0112,Seaside,Ellington,tier2,Al Furjan,Al Furjan,25.02443,55.15885,apartment,2BR,2,1233,114.6,community,2025,2028,800,10/90_post_handover,Mashreq Bank,Red,104,22.46,548500,445,4787,6.15
O010839,05-12-2023,OP0080,Crest Grande,Meraas,tier1,Expo City,Dubai South,24.96292,55.16648,apartment,3BR,3,1991,184.9,community,2021,2027,1500,50/50_post_handover,UAE Pavilion,Red,101,28.23,798900,401,4320,6.9
O010840,23-08-2021,OP0171,Lagoon,Nakheel,tier1,Business Bay,Business Bay,25.18674,55.25522,apartment,3BR,3,2537,235.7,burj_khalifa,2022,2025,400,80/20,Business Bay,Red,14,2.25,1510600,595,6409,1.9
O010841,08-03-2025,OP0003,One at Palm,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.01301,55.19884,villa,4BR_villa,4,4120,382.7,marina,2025,2026,200,60/40,Sharaf DG,Red,132,21.85,3867300,939,10104,6.15
O010842,04-06-2022,OP0066,Address Residences,Ellington,tier2,The Views,The Greens,25.11082,55.17792,apartment,1BR,1,1016,94.4,city,2024,2025,400,60/40,Sharaf DG,Red,15,13.66,480200,473,5088,2.9
O010843,19-06-2022,OP0119,Six Senses,Select Group,tier2,Majan,Dubailand,25.06138,55.27458,apartment,1BR,1,675,62.7,community,2023,2026,800,70/30,MRT-1,Red,174,15.1,169200,251,2697,2.9
O010844,11-01-2024,OP0126,Lagoon,Ellington,tier2,DAMAC Lagoons,Damac,25.04598,55.24445,villa,4BR_villa,4,4038,375.2,sea,2023,2024,200,60/40,BurJuman,Red,288,17.08,2972200,736,7922,6.9
O010845,10-04-2021,OP0052,Grande,Danube,tier2,Meydan,Meydan,25.15857,55.27805,apartment,3BR,3,1786,165.9,pool,2022,2026,1500,60/40,Burj Khalifa/Dubai Mall,Red,57,4.31,769400,431,4638,1.9
O010846,29-12-2025,OP0183,Seaside,Select Group,tier2,Bukadra,Bukadra,25.17647,55.34308,apartment,2BR,2,1295,120.3,community,2025,2025,200,70/30,Oud Metha,Green,90,7.29,614800,475,5111,5.5
O010847,18-06-2021,OP0186,Sobha Reserve,MAG,tier2,The Views,The Greens,25.10979,55.17636,apartment,2BR,2,1138,105.7,marina,2022,2028,400,70/30,Dubai Internet City,Red,13,13.85,494100,434,4676,1.9
O010848,01-11-2021,OP0117,Marasi Riverside,Binghatti,tier2,City Walk,Al Wasl,25.21423,55.27333,villa,5BR_villa,5,4395,408.3,park,2023,2025,400,50/50_post_handover,Financial Centre,Red,11,1.9,3704300,843,9073,1.9
O010849,08-04-2021,OP0003,One at Palm,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.01301,55.19884,villa,3BR_villa,3,2772,257.5,pool,2025,2026,200,60/40,First Abu Dhabi Bank,Red,174,21.85,1207800,436,4690,1.9
O010850,23-04-2024,OP0038,Address Residences,Dubai Properties,tier1,International City,International City,25.15792,55.42118,apartment,1BR,1,675,62.8,community,2023,2025,1500,50/50_post_handover,Al Nahda (G),Green,193,15.4,159200,236,2537,6.9
O010851,10-07-2022,OP0138,Damac Bay,Nakheel,tier1,Discovery Gardens,Discovery Gardens,25.03482,55.13701,apartment,2BR,2,902,83.8,sea,2024,2027,1500,60/40,MRT-1,Red,5,22.75,280700,311,3349,2.9
O010852,16-09-2021,OP0112,Seaside,Ellington,tier2,Al Furjan,Al Furjan,25.02443,55.15885,apartment,1BR,1,736,68.4,city,2025,2028,800,50/50_post_handover,UAE Pavilion,Red,37,22.46,206000,280,3012,1.9
O010853,14-06-2025,OP0185,Crest Grande,Binghatti,tier2,Liwan,Dubailand,25.06342,55.31527,apartment,1BR,1,547,50.8,marina,2023,2026,200,80/20,World Trade Centre,Red,222,15.43,227000,415,4469,6.15
O010854,22-11-2022,OP0194,Seaside,Emaar,tier1,Bluewaters Island,Dubai Marina,25.07266,55.13589,apartment,studio,0,348,32.4,city,2024,2026,800,10/90_post_handover,UAE Pavilion,Red,63,19.65,460000,1320,14212,5.9
O010855,09-01-2023,OP0099,Vela Residences,Ellington,tier2,Dubai Studio City,Dubai Studio City,25.0463,55.22941,apartment,3BR,3,1674,155.5,golf_course,2025,2027,800,10/90_post_handover,Jumeirah Golf Estates,Red,77,17.38,531600,318,3419,5.9
O010856,10-04-2021,OP0005,Grande,Azizi,tier2,Meydan,Meydan,25.15393,55.30064,apartment,2BR,2,1054,97.9,burj_khalifa,2025,2025,400,10/90_post_handover,Al Ghubaiba,Green,144,5.49,619500,588,6328,1.9
O010857,17-01-2023,OP0167,Cavalli Tower,Nakheel,tier1,Green Community,DIP,24.99931,55.16154,villa,3BR_villa,3,2660,247.1,city,2022,2026,800,50/50_post_handover,Danube,Red,53,24.77,1215700,457,4920,5.9
O010858,10-03-2026,OP0144,Six Senses,Ellington,tier2,Al Reem,Arabian Ranches,25.04026,55.25569,villa,3BR_villa,3,2856,265.3,golf_course,2025,2027,1500,60/40,Jumeirah Golf Estates,Red,110,17.55,1867000,654,7037,5.5
O010859,03-04-2021,OP0011,Address Residences,Meraas,tier1,Jumeirah Park,Emirates Living,25.05049,55.17886,villa,3BR_villa,3,2954,274.4,sea,2022,2028,1500,10/90_post_handover,Ibn Battuta,Red,78,18.94,1815600,615,6616,1.9
O010860,29-12-2025,OP0009,Vida Residences,Azizi,tier2,Business Bay,Business Bay,25.18726,55.25993,apartment,1BR,1,842,78.3,city,2024,2028,200,70/30,Business Bay,Red,6,1.83,556000,660,7104,5.5
O010861,31-07-2025,OP0145,Six Senses,Meraas,tier1,Dubailand,Dubailand,25.02713,55.29321,apartment,studio,0,490,45.5,community,2024,2027,400,80/20,ADCB,Red,314,19.01,148900,304,3270,5.5
O010862,21-10-2021,OP0091,Beachgate,Nakheel,tier1,Jumeirah Park,Emirates Living,25.04807,55.17198,villa,4BR_villa,4,4209,391,community,2025,2028,100,80/20,UAE Pavilion,Red,62,19.53,2497700,593,6388,1.9
O010863,13-01-2026,OP0103,Burj Binghatti,Danube,tier2,Damac Hills 2,Damac Hills,24.95932,55.30114,villa,4BR_villa,4,2543,236.3,city,2021,2026,800,70/30,Salah Al Din,Red,425,26.59,975400,384,4128,5.5
O010864,28-07-2022,OP0184,Como Residences,Emaar,tier1,Azizi Riviera,MBR City,25.18397,55.29577,apartment,2BR,2,1069,99.3,pool,2021,2027,200,50/50_post_handover,Emirates Towers,Red,48,2.61,607400,568,6114,2.9
O010865,13-05-2025,OP0183,Seaside,Select Group,tier2,Bukadra,Bukadra,25.17647,55.34308,villa,4BR_villa,4,3826,355.5,sea,2025,2025,200,80/20,Dubai Healthcare City,Green,73,7.29,2670400,698,7513,6.15
O010866,24-06-2025,OP0144,Six Senses,Ellington,tier2,Al Reem,Arabian Ranches,25.04026,55.25569,villa,4BR_villa,4,3322,308.7,pool,2025,2027,1500,60/40,Al Furjan,Red,136,17.55,2027500,610,6569,6.15
O010867,28-10-2024,OP0080,Crest Grande,Meraas,tier1,Expo City,Dubai South,24.96292,55.16648,apartment,1BR,1,497,46.2,burj_khalifa,2021,2027,1500,60/40,UAE Pavilion,Red,104,28.23,258300,520,5594,6.15
O010868,05-09-2023,OP0182,Crest Grande,Deyaar,tier2,Downtown Dubai,Downtown,25.19635,55.26405,apartment,studio,0,464,43.2,city,2024,2028,800,60/40,Financial Centre,Red,26,1.05,476300,1026,11038,6.9
O010869,13-03-2024,OP0042,Aykon City,Azizi,tier2,Sustainable City,Sustainable City,24.97152,55.28065,villa,5BR_villa,5,7666,712.2,park,2025,2027,1500,60/40,Creek,Green,351,25.1,4789700,625,6725,6.9
O010870,11-02-2023,OP0031,Six Senses,Sobha,tier1,Al Furjan,Al Furjan,25.03166,55.15372,apartment,studio,0,458,42.5,pool,2022,2027,100,70/30,Jumeirah Golf Estates,Red,26,22.06,193600,423,4551,5.9
O010871,01-01-2023,OP0085,Crest Grande,Tiger Group,tier2,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16534,55.30854,apartment,3BR,3,1800,167.2,community,2024,2027,800,60/40,Business Bay,Red,68,4.93,1258100,699,7523,5.9
O010872,02-04-2023,OP0161,Safa Towers,DAMAC,tier1,Jumeirah 1,Jumeirah,25.22704,55.25408,apartment,studio,0,348,32.4,golf_course,2025,2025,100,60/40,Baniyas Square,Red,89,3.9,387400,1112,11967,5.9
O010873,29-05-2022,OP0075,Volta,MAG,tier2,Meydan,Meydan,25.15543,55.295,apartment,1BR,1,535,49.7,pool,2023,2026,200,80/20,Palm Deira,Green,146,5.09,266700,499,5370,2.9
O010874,15-05-2025,OP0085,Crest Grande,Tiger Group,tier2,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16534,55.30854,apartment,4BR_penthouse,4,3236,300.6,marina,2024,2027,800,80/20,World Trade Centre,Red,89,4.93,3126200,966,10398,6.15
O010875,17-03-2021,OP0003,One at Palm,Deyaar,tier2,Jumeirah Golf Estates,JGE,25.01301,55.19884,villa,5BR_villa,5,4164,386.8,city,2025,2026,200,50/50_post_handover,Discovery Gardens,Red,85,21.85,2091400,502,5407,1.9
O010876,01-09-2024,OP0197,Marina Vista,MAG,tier2,Reem Mira,Reem,25.04259,55.26784,villa,5BR_villa,5,4540,421.8,burj_khalifa,2022,2024,1500,60/40,Ibn Battuta,Red,186,17.2,2997800,660,7107,6.15
O010877,02-04-2022,OP0062,Forte,Dubai Properties,tier1,Al Furjan,Al Furjan,25.02889,55.13714,apartment,studio,0,493,45.8,pool,2023,2025,800,80/20,MRT-1,Red,9,23.26,187600,380,4093,2.9
O010878,10-07-2021,OP0190,Crest Grande,Ellington,tier2,Meydan,Meydan,25.1521,55.293,villa,3BR_villa,3,2508,233,burj_khalifa,2021,2024,1500,10/90_post_handover,World Trade Centre,Red,101,5.35,1706700,680,7324,1.9
O010879,16-04-2024,OP0122,Safa Towers,MAG,tier2,Jumeirah Village Circle,JVC,25.05555,55.201,apartment,studio,0,523,48.6,community,2022,2026,400,60/40,Mall of the Emirates,Red,86,17.4,212900,407,4377,6.9
O010880,26-12-2024,OP0065,Vela Residences,Aldar,tier1,Damac Hills 2,Damac Hills,24.9621,55.30137,villa,6BR_villa,6,6170,573.2,park,2023,2028,800,10/90_post_handover,Emirates Towers,Red,347,26.28,2599700,421,4535,6.15
O010881,08-09-2025,OP0072,Lagoon,Nakheel,tier1,Dubai Marina,Dubai Marina,25.08246,55.13155,apartment,studio,0,372,34.5,park,2025,2025,800,50/50_post_handover,Mashreq Bank,Red,49,19.22,316100,850,9153,5.5
O010882,06-08-2021,OP0129,Seaside,Aldar,tier1,Expo City,Dubai South,24.96544,55.16893,apartment,1BR,1,593,55.1,burj_khalifa,2023,2027,400,60/40,Expo 2020,Red,26,27.87,207000,349,3757,1.9
O010883,30-09-2023,OP0112,Seaside,Ellington,tier2,Al Furjan,Al Furjan,25.02443,55.15885,apartment,2BR,2,960,89.2,golf_course,2025,2028,800,70/30,UAE Pavilion,Red,39,22.46,564500,588,6327,6.9
O010884,09-09-2023,OP0093,Seaside,Binghatti,tier2,The Greens,The Greens,25.10475,55.1953,apartment,1BR,1,636,59.1,park,2023,2027,100,60/40,Sharaf DG,Red,15,13,379800,597,6429,6.9
O010885,07-07-2025,OP0161,Safa Towers,DAMAC,tier1,Jumeirah 1,Jumeirah,25.22704,55.25408,villa,4BR_villa,4,3272,303.9,community,2025,2025,100,50/50_post_handover,Emirates Towers,Red,42,3.9,3196900,977,10518,5.5
O010886,29-05-2021,OP0153,Vela Residences,Tiger Group,tier2,The Lakes,Emirates Living,25.05548,55.19167,villa,6BR_villa,6,5451,506.4,burj_khalifa,2023,2026,800,70/30,MRT-1,Red,80,17.82,3589600,659,7088,1.9
O010887,20-12-2025,OP0180,Seaside,DAMAC,tier1,City Walk,Al Wasl,25.20108,55.25696,apartment,3BR,3,2227,206.9,sea,2021,2026,200,60/40,World Trade Centre,Red,49,1.81,3485700,1565,16847,5.5
